"Notes"	"State"	"State Code"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"Yukon-Koyukuk Census Area, AK"	"02290"	"Unspecified dementia"	"F03"	12	119030	Unreliable
	"Alaska"	"02"	"Yukon-Koyukuk Census Area, AK"	"02290"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	119030	Unreliable
	"Alaska"	"02"	"Yukon-Koyukuk Census Area, AK"	"02290"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	13	119030	Unreliable
	"Alaska"	"02"	"Yukon-Koyukuk Census Area, AK"	"02290"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	15	119030	Unreliable
	"Arizona"	"04"	"Apache County, AZ"	"04001"	"Unspecified dementia"	"F03"	248	1336111	18.6
	"Arizona"	"04"	"Apache County, AZ"	"04001"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	17	1336111	Unreliable
	"Arizona"	"04"	"Apache County, AZ"	"04001"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	70	1336111	5.2
	"Arizona"	"04"	"Apache County, AZ"	"04001"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	106	1336111	7.9
	"Arizona"	"04"	"Apache County, AZ"	"04001"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	16	1336111	Unreliable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Vascular dementia, unspecified"	"F01.9"	68	2387736	2.8
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Unspecified dementia"	"F03"	594	2387736	24.9
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	31	2387736	1.3
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	33	2387736	1.4
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"Vascular dementia, unspecified"	"F01.9"	12	2470654	Unreliable
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"Unspecified dementia"	"F03"	407	2470654	16.5
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	13	2470654	Unreliable
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	22	2470654	0.9
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	112	2470654	4.5
	"Arizona"	"04"	"Gila County, AZ"	"04007"	"Vascular dementia, unspecified"	"F01.9"	13	998556	Unreliable
	"Arizona"	"04"	"Gila County, AZ"	"04007"	"Unspecified dementia"	"F03"	214	998556	21.4
	"Arizona"	"04"	"Gila County, AZ"	"04007"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	26	998556	2.6
	"Arizona"	"04"	"Gila County, AZ"	"04007"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	23	998556	2.3
	"Arizona"	"04"	"Graham County, AZ"	"04009"	"Vascular dementia, unspecified"	"F01.9"	10	674993	Unreliable
	"Arizona"	"04"	"Graham County, AZ"	"04009"	"Unspecified dementia"	"F03"	208	674993	30.8
	"Arizona"	"04"	"Graham County, AZ"	"04009"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	674993	Unreliable
	"Arizona"	"04"	"Greenlee County, AZ"	"04011"	"Unspecified dementia"	"F03"	29	162049	17.9
	"Arizona"	"04"	"La Paz County, AZ"	"04012"	"Unspecified dementia"	"F03"	39	383297	10.2
	"Arizona"	"04"	"La Paz County, AZ"	"04012"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	383297	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Multi-infarct dementia"	"F01.1"	129	70177615	0.2
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Vascular dementia, unspecified"	"F01.9"	1367	70177615	1.9
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Unspecified dementia"	"F03"	11175	70177615	15.9
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Delirium superimposed on dementia"	"F05.1"	10	70177615	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Delirium, unspecified"	"F05.9"	17	70177615	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	250	70177615	0.4
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	76	70177615	0.1
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	434	70177615	0.6
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	1513	70177615	2.2
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	23	70177615	0.0
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	33	70177615	0.0
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	54	70177615	0.1
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	27	70177615	0.0
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of opioids, dependence syndrome"	"F11.2"	21	70177615	0.0
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	15	70177615	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	39	70177615	0.1
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	20	70177615	0.0
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	74	70177615	0.1
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	33	70177615	0.0
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of tobacco, harmful use"	"F17.1"	15	70177615	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	170	70177615	0.2
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	278	70177615	0.4
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	46	70177615	0.1
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	53	70177615	0.1
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Schizophrenia, unspecified"	"F20.9"	34	70177615	0.0
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Bipolar affective disorder, unspecified"	"F31.9"	12	70177615	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Severe depressive episode without psychotic symptoms"	"F32.2"	11	70177615	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Depressive episode, unspecified"	"F32.9"	64	70177615	0.1
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Anorexia nervosa"	"F50.0"	18	70177615	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Psychological and behavioural factors associated with disorders or diseases classified elsewhere"	"F54"	23	70177615	0.0
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Unspecified mental retardation"	"F79"	25	70177615	0.0
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Rett syndrome"	"F84.2"	11	70177615	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Unspecified disorder of psychological development"	"F89"	11	70177615	Unreliable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Vascular dementia, unspecified"	"F01.9"	47	3598927	1.3
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Unspecified dementia"	"F03"	1017	3598927	28.3
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Delirium, unspecified"	"F05.9"	13	3598927	Unreliable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	14	3598927	Unreliable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	35	3598927	1.0
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	152	3598927	4.2
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	12	3598927	Unreliable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	16	3598927	Unreliable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Depressive episode, unspecified"	"F32.9"	12	3598927	Unreliable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Other eating disorders"	"F50.8"	15	3598927	Unreliable
	"Arizona"	"04"	"Navajo County, AZ"	"04017"	"Vascular dementia, unspecified"	"F01.9"	11	1992400	Unreliable
	"Arizona"	"04"	"Navajo County, AZ"	"04017"	"Unspecified dementia"	"F03"	364	1992400	18.3
	"Arizona"	"04"	"Navajo County, AZ"	"04017"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	13	1992400	Unreliable
	"Arizona"	"04"	"Navajo County, AZ"	"04017"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	76	1992400	3.8
	"Arizona"	"04"	"Navajo County, AZ"	"04017"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	103	1992400	5.2
	"Arizona"	"04"	"Navajo County, AZ"	"04017"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	11	1992400	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Multi-infarct dementia"	"F01.1"	68	17966184	0.4
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Vascular dementia, unspecified"	"F01.9"	611	17966184	3.4
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Unspecified dementia"	"F03"	5709	17966184	31.8
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Delirium superimposed on dementia"	"F05.1"	11	17966184	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Delirium, unspecified"	"F05.9"	12	17966184	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	23	17966184	0.1
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	20	17966184	0.1
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	362	17966184	2.0
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	291	17966184	1.6
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	16	17966184	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	11	17966184	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	12	17966184	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	11	17966184	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	55	17966184	0.3
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	16	17966184	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Schizophrenia, unspecified"	"F20.9"	19	17966184	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Depressive episode, unspecified"	"F32.9"	21	17966184	0.1
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"Unspecified mental retardation"	"F79"	10	17966184	Unreliable
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"Vascular dementia, unspecified"	"F01.9"	78	5856419	1.3
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"Unspecified dementia"	"F03"	677	5856419	11.6
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	85	5856419	1.5
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	80	5856419	1.4
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	13	5856419	Unreliable
	"Arizona"	"04"	"Santa Cruz County, AZ"	"04023"	"Vascular dementia, unspecified"	"F01.9"	10	837911	Unreliable
	"Arizona"	"04"	"Santa Cruz County, AZ"	"04023"	"Unspecified dementia"	"F03"	109	837911	13.0
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Vascular dementia, unspecified"	"F01.9"	95	3826552	2.5
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Unspecified dementia"	"F03"	1605	3826552	41.9
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	44	3826552	1.1
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	79	3826552	2.1
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	18	3826552	Unreliable
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"Vascular dementia, unspecified"	"F01.9"	34	3538257	1.0
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"Unspecified dementia"	"F03"	636	3538257	18.0
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	39	3538257	1.1
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	17	3538257	Unreliable
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	10	3538257	Unreliable
	"Arkansas"	"05"	"Arkansas County, AR"	"05001"	"Unspecified dementia"	"F03"	74	368977	20.1
	"Arkansas"	"05"	"Ashley County, AR"	"05003"	"Unspecified dementia"	"F03"	55	423145	13.0
	"Arkansas"	"05"	"Baxter County, AR"	"05005"	"Vascular dementia, unspecified"	"F01.9"	25	766195	3.3
	"Arkansas"	"05"	"Baxter County, AR"	"05005"	"Unspecified dementia"	"F03"	433	766195	56.5
	"Arkansas"	"05"	"Baxter County, AR"	"05005"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	14	766195	Unreliable
	"Arkansas"	"05"	"Baxter County, AR"	"05005"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	766195	Unreliable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Vascular dementia, unspecified"	"F01.9"	88	3925438	2.2
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Unspecified dementia"	"F03"	862	3925438	22.0
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	3925438	Unreliable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	28	3925438	0.7
	"Arkansas"	"05"	"Boone County, AR"	"05009"	"Vascular dementia, unspecified"	"F01.9"	10	685449	Unreliable
	"Arkansas"	"05"	"Boone County, AR"	"05009"	"Unspecified dementia"	"F03"	144	685449	21.0
	"Arkansas"	"05"	"Bradley County, AR"	"05011"	"Unspecified dementia"	"F03"	51	222701	22.9
	"Arkansas"	"05"	"Calhoun County, AR"	"05013"	"Unspecified dementia"	"F03"	11	103857	Unreliable
	"Arkansas"	"05"	"Carroll County, AR"	"05015"	"Vascular dementia, unspecified"	"F01.9"	27	509002	5.3
	"Arkansas"	"05"	"Carroll County, AR"	"05015"	"Unspecified dementia"	"F03"	109	509002	21.4
	"Arkansas"	"05"	"Chicot County, AR"	"05017"	"Unspecified dementia"	"F03"	47	233110	20.2
	"Arkansas"	"05"	"Clark County, AR"	"05019"	"Unspecified dementia"	"F03"	110	436748	25.2
	"Arkansas"	"05"	"Clay County, AR"	"05021"	"Unspecified dementia"	"F03"	55	308798	17.8
	"Arkansas"	"05"	"Cleburne County, AR"	"05023"	"Unspecified dementia"	"F03"	110	478680	23.0
	"Arkansas"	"05"	"Cleveland County, AR"	"05025"	"Unspecified dementia"	"F03"	32	163661	19.6
	"Arkansas"	"05"	"Columbia County, AR"	"05027"	"Unspecified dementia"	"F03"	74	469721	15.8
	"Arkansas"	"05"	"Conway County, AR"	"05029"	"Vascular dementia, unspecified"	"F01.9"	11	396059	Unreliable
	"Arkansas"	"05"	"Conway County, AR"	"05029"	"Unspecified dementia"	"F03"	119	396059	30.0
	"Arkansas"	"05"	"Conway County, AR"	"05029"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	31	396059	7.8
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"Vascular dementia, unspecified"	"F01.9"	30	1774959	1.7
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"Unspecified dementia"	"F03"	473	1774959	26.6
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	18	1774959	Unreliable
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"Vascular dementia, unspecified"	"F01.9"	26	1123706	2.3
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"Unspecified dementia"	"F03"	220	1123706	19.6
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	1123706	Unreliable
	"Arkansas"	"05"	"Crittenden County, AR"	"05035"	"Vascular dementia, unspecified"	"F01.9"	10	953815	Unreliable
	"Arkansas"	"05"	"Crittenden County, AR"	"05035"	"Unspecified dementia"	"F03"	288	953815	30.2
	"Arkansas"	"05"	"Crittenden County, AR"	"05035"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	953815	Unreliable
	"Arkansas"	"05"	"Cross County, AR"	"05037"	"Unspecified dementia"	"F03"	67	346325	19.3
	"Arkansas"	"05"	"Dallas County, AR"	"05039"	"Unspecified dementia"	"F03"	35	158025	22.1
	"Arkansas"	"05"	"Desha County, AR"	"05041"	"Unspecified dementia"	"F03"	47	255364	18.4
	"Arkansas"	"05"	"Drew County, AR"	"05043"	"Unspecified dementia"	"F03"	85	353544	24.0
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"Vascular dementia, unspecified"	"F01.9"	53	2023033	2.6
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"Unspecified dementia"	"F03"	525	2023033	26.0
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	18	2023033	Unreliable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"Unspecified mental retardation"	"F79"	15	2023033	Unreliable
